Designação,Nome,Logradouro,Bairro,Número,Complemento,CEP,IDEB 1º Segmento,IDEB 2º Segmento,Latitude,Longitude,Ginásio Carioca,Acessibilidade,Séries Atendidas,Turnos Atendidos,Ginásio Olímpico,Diretor,Telefone,INEP,Coordenador Pedagógico
0918022,CASTRO ALVES,Pça. Marcelino Gama -  Vila Jardim,Campo Grande,S/N,,23017-190,5.9,,"-22.9171034393958","-43.5379872622821",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Classe Especial/Pré-Escola/Realfabetização 1,,N,ELCIA DA SILVA LOPES,3394-1106/3394-1546,33082715,NILCEA LIMA DE FREITAS
0918024,DOM MEINRADO,Rua Adelmar Tavares -  Centro,Campo Grande,S/N,,23052-280,6.3,,"-22.9100017596665","-43.549288768915",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Aceleração 1/Pré-Escola,,N,ALESSANDRA POLYDORO SENA MAIA CAMARGO DOS SANTOS,3394-1226,33082804,MUNIQUE MENEZES TELES GOMES
0918025,MIGUEL DE LARREINAGA,Rua Seabra,Campo Grande,S/Nº,,23045-795,6.5,,"-22.924651409104","-43.5658574037144",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,,N,CATIA CRISTINA BAPTISTA,3377-6009/3394-1928,33083100,SIMONE DE SOUZA BERG
0918026,MAFALDA TEIXEIRA DE ALVARENGA,Rua José Francisco de S. Porto   Rio Da Prata,Campo Grande,S/Nº,,23016-010,5.5,5.1,"-22.9086923137022","-43.5353004356467",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Pré-Escola,,N,MARIA DE LOURDES DOS ANJOS,3394-5252,33083070,MARCOS XAVIER DA CUNHA
0918027,RUBENS DE FARIAS NEVES,Rua Professora Yara Beltrami,Campo Grande,S/Nº,,23016-470,,4,"-22.9145616513435","-43.5319017810077",N,N,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Realfabetização 2,,N,CLAUDIA GOES LIMA,3364-7528/3394-1458,33083398,
0918028,ALMIRANTE SALDANHA DA GAMA,Av. Cesário De Melo,Campo Grande,4180,,23050-100,4.7,4.1,"-22.9058793348521","-43.5712998192343",N,N,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3/Classe Especial,,N,APARECIDA DA SILVA GONCALVES,3394-6742/3394-1814,33082588,LUZINETH MARIA QUEIROZ DE CASTRO
0918029,PRESIDENTE ARTHUR BERNARDES,Rua Peropaba,Campo Grande/ Monteiro,125,,23045-570,5.9,,"-22.920577648104","-43.5641665945936",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola/Realfabetização 1,,N,ELENICE NOGUEIRA MACHADO,3364-5272/3394-1193,33083185,CRISTIANE DA SILVA LIMA DOS SANTOS
0918030,RAYMUNDO CORREA,Estr. do Monteiro,Campo Grande/ Monteiro,1346,,23036-340,6.4,,"-22.931537749549","-43.5745710884774",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,1º Turno/2º Turno,N,ROSILEA DA SILVA CHAVES CALAZANS,3394-1663/3394-1927,33083355,LUCIANA MIRANDA AMARAL
0918031,GEORGE WASHINGTON,Rua Alvorada,Campo Grande/Centro,s/n,,23055-200,,4.4,"-22.9110964296492","-43.5751671379589",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Realfabetização 1,,N,MARCIA REGINA ROSA RIBEIRO AMARAL,3394-1930/3394-1055,33082936,LUIZ CARLOS PIERONI GUEDES
0918032,DOUTOR NELCY NORONHA,Rua Coxila Rica,Campo Grande /Monteiro,Lote 3,,23047-080,,5.3,"-22.9225906228796","-43.5599316892626",N,N,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A,,N,CLAUDIA MARIA NUNES MACHADO,3394-1902/3377-5766,33082820,CLAUDIA CRISTINA MAYRINCK DIAS
0918033,PROFESSOR GILBERTO BENTO DA SILVA,Rua Francisco Motta,Campo Grande/Centro,850,,23013-630,5.7,4.5,"-22.9068831941486","-43.5429267168599",N,N,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2,,N,SONIA MARIA CARNEIRO DA CUNHA,3394-4233/3394-1952,33082944,MARIA LUIZA JULIÃO TORRES
0918034,JESUS SOARES PEREIRA,Rua Consolação,Campo Grande/Cachamorra,138,,23040-005,5.9,4.5,"-22.9191077245452","-43.5464622776591",N,S,6º Ano/7º Ano/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/Classe Especial,,N,RONALDO CORREA DO ESPIRITO SANTO,3384-1091/3394-1237,33083002,SUELI DE AMORIM JACARANDA ALVES
0918035,MANE GARRINCHA-ALEGRIA DO POVO,Rua Vicente Perrota,Campo Grande,s/n,,23036-180,5.7,,"-22.9394467861719","-43.5728805715682",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola,1º Turno/2º Turno,N,TEREZINHA ALVES BATISTA,3364-1568/3364-4633,33083088,GRAÇA VALÉRIA  DE ABREU LUCINDO
0918036,PROFESSOR PAULO SILVA,Rua Jario Corrêa,Inhoaiba/,s/nº,,23059-270,,4.5,"-22.9081015221348","-43.5843590299382",N,S,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano,,N,ALCEMIRA DA FONSECA SILVA,3394-5725/3394-1875,33083290,TELMA MARIA CAMPOS SILVA
0918037,SANTA ISABEL,Av. Cesário De Melo,Inhoaíba/ Dumont,5580,,23059-000,6.2,,"-22.910187510985","-43.5852648408577",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano,,N,MARILDA LOBO DO COUTO,3394-5281,33083428,SONIA MARIA ALMEIDA SOUZA
0918038,PUGILISTA VIRGULINO ISAIAS OLIVEIRA,Rua Acreuna,Campo Grande/Loteamento Joari,66,,23045-200,5.6,,"-22.9098880883021","-43.55129325111",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial,,N,LUCIANE ROCHA FREITAS,3384-1713,33083339,TANIA CRISTINA SILVA NUNES
0918039,SAO CAMILO DE LELIS,Av.  Aldo Botelho,Campo Grande/Dumont,s/nº,,23055-630,5.5,,"-22.9162344744547","-43.5806854222776",N,N,1º Ano/2º Ano/3º Ano/Classe Especial,1º Turno/2º Turno,N,CARMEN LUCIA JULIÃO E SILVA,3394-1950,33083410,FABIANA VASCONCELOS MARTINS SCHULZ
0918040,PROFESSORA MARITA DE VASCONCELOS,Rua Xavier Marques,Campo Grande,s/nº,,23052-080,6,,"-22.9003255422352","-43.5500899325677",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,,N,ROSANA MARIA DE OLIVEIRA CARNEIRO,3394-7330,33083096,GICELE DE OLIVEIRA GOMES
0918041,ANTONIA VARGAS CUQUEJO,Praça Dercides Alves dos Santos  Santa Margarida,Cosmos/Santa Margarida,s/nº,,23066-410,5.4,,"-22.8915924147503","-43.610388881443",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,,N,CARLOS ROBERTO DE FREITAS,3314-2226/3364-6225/3364-6225/3314-2226,33082626,
0918042,FERNANDO BARATA RIBEIRO,Av. Santa Cruz,Santíssimo,9720,,23010-000,5.4,3.9,"-22.8804240132623","-43.5116299112803",N,S,4º Ano/4º Ano - NCM/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Realfabetização 1,1º Turno/2º Turno,N,TERESINHA MARINHO,2404-5323/2404-5631,33082898,MARIA CELIA BORGES DA MOTTA
0918043,TENENTE GOES MONTEIRO,Estr.  do Sete Riachos,Santíssimo,2206,,23097-710,5.6,,"-22.862090804748","-43.5230487839401",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola/Realfabetização 1,1º Turno/2º Turno,N,ANA CLAUDIA HENRIQUES CAMINI,2402-1313/2402-1314,33083436,MARIANA CESAR DE OLIVEIRA SALES
0918044,ERNESTO NAZARETH,Rua Bastos Tigre,Santíssimo,s/nº,,23093-630,5.3,,"-22.8762773875997","-43.5302044975885",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/Pré-Escola,,N,,3404-0931/3394-1906,33082855,ERICA DA SILVA TEIXEIRA FERREIRA
0918045,VISCONDE DO RIO BRANCO,Estr.da Posse,Campo Grande/Posse,800,,23093-120,,4.2,"-22.8839080495726","-43.5508722458553",N,N,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/Realfabetização 2,1º Turno/2º Turno,N,NEUZI DANTAS FONSECA BARRETO,3394-1258/3394-1100,33083487,MARCELLE DE FATIMA LESSA ROCHA
0918046,SAMUEL WAINER,Rua Jornalista Samuel Wainer,Santíssimo,s/nº,,23098-240,5.8,,"-22.869942810725","-43.5109146480684",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,,N,SONIA MARIA OLIVEIRA SOARES DOS SANTOS,2404-5475/2404-5572,33083401,
0918047,BELISARIO PENA,Rua Regina,Senador Vasconcelos,70,,23013-520,6.3,,"-22.8973417645711","-43.5410115253737",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola/Realfabetização 1,,N,LEILA ANGELICA LIMA DE MELO,3394-1674,33082677,
0918048,TEODORO SAMPAIO,Rua Gal. Uchoa Cavalcanti,Senador Vasconcelos,135,,23085-260,,4.8,"-22.8933618286797","-43.5440598440812",N,N,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano,,N,MARCIA MENDES ALVES,3394-6725,33083444,JADCELE GONCALVES GONDRA
0918049,RIO GRANDE DO NORTE,Rua  Morizot Leite,Senador Vasconcelos,s/nº,,23085-260,5.9,,"-22.8956297552975","-43.5419622125823",N,N,1º Ano/2º Ano/3º Ano/Pré-Escola,,N,REGINA CELI PEDRO FIDALGO BLANCO,3394-6205/3364-2565,33083363,VALDETE AMARAL BRITO DE SA
0918050,EUSTORGIO WANDERLEY,Rua Tronco  do  Ipê,Senador Vasconcelos,S/Nº,,23085-580,5.8,,"-22.895875480594","-43.5469511889029",N,N,4º Ano/4º Ano - NCM/5º Ano/6º Ano/Realfabetização 1,,N,MONICA CRISTINA ANDRADE LEMOS,3394-1391,33082880,ROSIMARY NUNES DE OLIVEIRA
0918051,PROFESSOR FLORIANO DE BRITO,Estr. Abílio Bastos   Mendanha,Campo Grande,S/Nº,Mendanha,23097-000,6,,"-22.8358553696906","-43.5524699761993",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Classe Especial/Pré-Escola,1º Turno/Integral,N,MARIA HELENA DOS SANTOS FARIA,2412-5364/2412-0438,33083240,MARCIA CRISTINA DOS SANTOS PINHO
0918052,CASEMIRO DE ABREU,Estr. do Mendanha,Campo Grande,4.842,Mendanha,23095-841,5.3,,"-22.8567383459744","-43.5405890231566",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Classe Especial/Pré-Escola/Realfabetização 1,1º Turno/2º Turno,N,SOLANGE DO CARMO CESARIO,2418-6801/3155-2712,33082707,MARCIA CRISTINA ALVES LIMA MORAES
0918053,PROFESSOR MANUEL SAID ALI,Estr. Guandu  do Sapê   Mendanha,Campo Grande,S/Nº,Mendanha,23090-030,6.5,,"-22.8751752129597","-43.5598798247547",N,N,1º Ano/2º Ano/3º Ano/Pré-Escola,1º Turno/2º Turno,N,MARIA APPARECIDA BRAGA DA COSTA,3364-0915,33083274,DULCE PEREIRA MELO
0918054,BALTAZAR LISBOA,Av. Mal. Dantas Barreto,Campo Grande,126,Centro,23090-300,5.9,,"-22.8840686873192","-43.5600038556977",N,S,2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Classe Especial,1º Turno/2º Turno,N,,2413-3055/2412-9283/2413-3055,33082650,ANDREA COELHO VALENTIM
0918055,CHARLES PEGUY,Rua Aricuri,Campo Grande,S/Nº,Centro,23087-140,,4.1,"-22.8901831661486","-43.5628890376819",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/Pré-Escola,,N,MARIONIZIA VASCONCELLOS AREAL DE FREITAS,3394-1317/3394-1472,33082740,ELITA PEREIRA MAIA DE CARVALHO
0918056,AUGUSTO VASCONCELOS,Rua Danizio Semeraro,Campo Grande,199,,23080-020,6.1,,"-22.8969163793661","-43.5584682845498",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,1º Turno/2º Turno/Integral,N,CLAUDIA VALERIA LOPES,3394-1490/3394-1536,33082642,
0918057,TOQUIO,Rua Erasmo,Campo Grande,61,Mendanha,23095-680,6,,"-22.8684193679996","-43.555266738606",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Aceleração 1/Pré-Escola/Realfabetização 1,,N,CRISTIANE SANTOS DE ALMEIDA,3394-2291/3407-7729,33083452,RENATA PINHEIRO VALERIO
0918058,ALMIRANTE FRONTIN,Rua Nova Aliança    /     Centro Pedra Angular,Campo Grande,S/Nº,,23087-340,5.9,,"-22.8869391939506","-43.5575078266289",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola/Realfabetização 1,,N,BEATRIZ MACHADO RAPOSO SOARES,3394-1613/3394-1784,33082570,LUCILA LINS COPPOLA
0918059,HALFELD,Av. André Vesálio,Campo Grande,S/Nº,Centro,23080-430,6.3,,"-22.8973225855937","-43.5684847829574",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola,,N,ALZIRA TEIXEIRA NEVES DA SILVA,3394-1230,33082952,CLAUDIA DOS SANTOS FERREIRA MATOS MESQUITA
0918060,JORGE DE LIMA,Rua Oiticica,Campo Grande,S/Nº,Amazonas,23075-020,5.7,,"-22.8808833447655","-43.5654859541182",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Classe Especial/Pré-Escola,,N,ELENICE CRISTINA PERES DE OLIVEIRA,3394-1993,33083037,FABIOLA ARRUDA ACENCIRIO
0918061,AMAZONAS,Estr. Rio São Paulo,Campo Grande,1802,Amazonas,23075-240,,4.2,"-22.8835826363088","-43.5690365316312",N,S,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A,,N,VALERIA DE ARAUJO MARTINS,3394-1985,33082600,ROSANGELA MARIA DE OLIVEIRA BATISTA
0918062,LUIZ EDMUNDO,Rua Felix Bernardelli   Vila Nova,Campo Grande,S/Nº,Tingui,23078-030,,,"-22.8771867903417","-43.5832191300919",N,N,1º Ano/2º Ano/3º Ano/Classe Especial/Pré-Escola,,N,MARCIA ANDREA DE CASTRO MIRANDA ZEFERINO,3394-6085/2412-1264,33083053,NICILANE LEMOS DA SILVA
0918064,RAINHA VITORIA,Rua Benedito Lacerda           Vila  Nova,Campo Grande,S/Nº,,23071-340,5.9,,"-22.8894142933753","-43.5806676541409",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Classe Especial/Realfabetização 1,,N,CONCEICAO PEREIRA BAPTISTA LEITE,3407-0266/3394-2197,33083347,ANDREA LINO DA SILVA POSSIDERIO
0918065,FERNANDO COSTA,Rua José Albano,Inhoaíba,S/Nº,,23073-720,6,,"-22.8898757985096","-43.5936145264797",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Aceleração 1/Pré-Escola,1º Turno/2º Turno,N,MARIA IZABEL MOURA DE MELO,3394-6825,33082901,VIVIANE MADALENY FREITAS
0918067,DALILA TAVARES,Rua Jornalista Sabino de Lemos,Campo Grande,s/nº,São Basílio,23082-080,6.2,,"-22.8909947902676","-43.5710809662773",N,N,4º Ano/5º Ano/6º Ano,,N,CLAUDIA DE FATIMA CASTELO GONCALVES,3394-2174,33082782,MARCICLEIDE LIMA DE OLIVEIRA
0918068,BENJAMIN FRANKLIN,Rua Argoim   Vila Nova,Campo Grande,S/N,,23070-580,6.6,,"-22.8846009323499","-43.5760202493099",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Classe Especial,,N,MARCIA BARBOSA CARVALHO TAVARES,3407-7615/3394-2188,33082685,DEOLINDA TERESA CASTELO LARRUBIA
0918069,PROFESSORA JUREMA PECANHA GIRAUD,Rua Atacama      Vila Nova,Campo Grande,S/Nº,,23078-100,5,4.7,"-22.8795728378358","-43.5815562072307",N,S,5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A,,N,NILSON COSTA DE OLIVEIRA,3394-1084/3394-1845,33083312,RITA DE CASSIA TEIXEIRA DA SILVA
0918070,VON MARTIUS,Rua Jape,Campo Grande,26,Aricuri,23082-170,,5.8,"-22.8901978969898","-43.5711191857376",S,N,7º Ano/8º Ano/9º Ano,,N,MARIA DA GLORIA CARDOSO DA SILVA,3394-2990,33083495,ANA MARIA DOS SANTOS PINTO
0918071,CHARLES DICKENS,Rua Primeira Cruz,Campo Grande,S/Nº,Centro,23085-710,,3.9,"-22.8937815832648","-43.5574469723137",N,N,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3,,N,,3394-2011/3394-2371,33082731,ELISA FARIAS DE OLIVEIRA LIMA
0918072,GUANDU,Estr. Madureira,Nova Iguaçú,Km 32,,26350-650,5.3,,"-22.8408963201081","-43.6054338472511",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano,,N,MARIA FELINA FARIAS,3793-7860/3793-7847,33082723,ELIANE DOS REIS
0918073,MINISTRO ADAUCTO LUCIO CARDOSO,Rua Dora Doralina Conjunto Campinho Sant.Margarida,Inhoaíba,s/n.º,KM49,23067-510,6.2,,"-22.8790507529917","-43.6139962230309",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Classe Especial/Realfabetização 1,1º Turno/2º Turno,N,MARLENE MOREIRA DE ASSIS,3394-7230/2412-8595,33083118,
0918074,EMBAIXADOR ARAUJO CASTRO,Rua Rodolfo Garcia         Vila Nova,Campo Grande,S/Nº,,23070-430,,5,"-22.8885019469671","-43.578257384017",N,N,7º Ano/8º Ano/9º Ano,,N,ANNE ELIZABETH DANTAS DE SOUZA,2418-7282/3394-2822,33082839,TEREZA CRISTINA PICANCO LOPES
0918075,MINISTRO ALCIDES CARNEIRO,Av. Paulo Afonso Mendanha,Campo Grande,S/Nº,,23095-680,,4.7,"-22.8678128018049","-43.5564147998113",N,N,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Classe Especial,,N,JANETE JANE BRAGA CASTILHO CORVAL,3157-3200/3394-2319,33083126,GILMARA VENTURA RANGEL GUIMARAES
0918076,DOUTOR JAIR TAVARES DE OLIVEIRA,Rua Jape,Campo Grande,380,,23082-170,,4.8,"-22.8888719521112","-43.5673571971946",N,N,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Classe Especial,1º Turno/2º Turno,N,GLORIA REGINA DE OLIVEIRA DA CRUZ,3394-1156/3394-2846,33082812,
0918077,GASTAO PENALVA,Rua Prof. Almerinda De Castro,Campo Grande,191,V. Nova,23073-080,4.6,4.1,"-22.8948516904174","-43.5867168957674",N,N,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/Realfabetização 2,,N,MARCIA DA COSTA BENTO,2412-5123/2412-5175,33082928,
0918078,ALZIRA ARAUJO,Rua Ari Lobo Posse,Campo Grande,430,,23088-120,6,5,"-22.8859315555312","-43.5484385640998",N,S,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Classe Especial,,N,MAURICELIA DE FRANCA,3394-1961,33082596,LIERCY MARIA DE OLIVEIRA LOPES
0918079,CONSTANTINO MAGALHAES,Rua do Paulistano,Campo Grande,S/Nº,Mendanha,23097-190,5.5,,"-22.8514745944839","-43.5424912691311",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/Pré-Escola,,N,MARCELA DA SILVA PESTANA,2412-5419,33082766,MICHELI RABELO GONZAGA
0918080,COMUNIDADE JARDIM PEDREGOSO,Rua Corumbaiba  Jardim Pedregoso,Campo Grande,S/Nº,,23095-290,5.7,,"-22.8700295633584","-43.5610673479479",N,N,4º Ano/5º Ano/6º Ano,,N,ESTELA MARTINS COSTA,3394-2020/3405-2032,33082758,LUCYANA DE FIGUEIREDO FELICIO
0918081,CORA CORALINA,Rua Votorantim,Campo Grande,S/N kM 10,Mendanha,23095-710,,3.8,"-22.8582961353271","-43.536671878002",N,N,6º Ano/7º Ano/8º Ano/9º Ano/Realfabetização 2,1º Turno/2º Turno,N,YARA DE ARAUJO MARQUES,3394-2333,33082774,ECLACIR MACHADO
0918082,ESC. ESP. MARIA MONTESSORI,Rua Ivo do Prado,Campo Grande,Nº 361,Centro,23080-200,,,"-22.8992979779787","-43.565094998492",N,S,Classe Especial/PEJA I - Bloco 1,,N,VIVIANE ALVES PARREIRA,3394-1376/3394-1470,33094675,SUELI RAMOS DE SOUZA
0918083,PROFESSOR CASTRO REBELLO,Estr. do Campinho    Conjunto Campinho,Campo Grande,6.500,Rua sete,23067-130,,4.4,"-22.8844317477886","-43.6162444274079",N,N,7º Ano/8º Ano/9º Ano/Classe Especial,,N,EMILE MARIA ANDRADE E SILVA,3394-3810/3407-2628,33083223,GISELLE SILVA PEIXOTO
0918084,PROFESSOR ALFREDO DE PIRES FLORES,Rua Poeta Rodrigues de Abreu              - Monteiro,Campo Grande,Nº 10,,23036-380,,4.1,"-22.9300559235353","-43.5760473064583",N,S,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A,1º Turno/2º Turno,N,MONICA REGINA DE SOUZA DOS ANJOS,3377-1996/3377-1940,33139814,MARIA DE FATIMA DORES RONDON
0918085,PROFESSOR HELTON ALVARES VELOSO DE CASTRO,Rua Projetada  A  - Vila Romana,Santíssimo,,,23094-120,5.7,,"-22.8752874005596","-43.5145169724759",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola/Realfabetização 1,,N,LIDIA PEDRO NUNES DA SILVA,2403-1819/2403-1802,33139806,
0918086,PROFESSOR FÁBIO CÉSAR PACÍFICO,Rua  do Pavão - Mendanha,Campo Grande,S/Nº,,23097-320,5.1,,"-22.8546135272731","-43.5311248248833",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Aceleração 1/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,1º Turno/2º Turno/3º Turno,N,MONICA CRISTINE RODRIGUES,3292-0209/3364-0871,33142920,
0918087,PROFESSORA SONIA MARIA MALTEZ FERNANDEZ,Rua  da Consolação,Campo Grande,S/Nº,,23040-000,,,"-22.9190207364944","-43.5470368527778",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Classe Especial/Pré-Escola/Realfabetização 1,,N,MAURO MELIGA WYSARD,3384-1920/3314-1771,33149305,MARISA MIRANDA RODRIGUES
0918088,APOLÔNIO DE CARVALHO,Rua Projetada 09,Cosmos,S/Nº,Vila do Céu,23060-550,5.5,,"-22.9060042684757","-43.6072854343631",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Aceleração 1/Classe Especial/Pré-Escola/Realfabetização 1,,N,NEUSA SILVA SAMPAIO,3292-0520,33154520,ADRIANA DA FONTE SANTIAGO BARBOZA
0918094,PAULO RENATO SOUZA,Rua Jacareúba -                     Paçuaré,COSMOS,80,,23058-250,,,"-22.916698089615","-43.6183290887193",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola/Realfabetização 1,1º Turno/2º Turno,N,REGINA CELIA GABRIL GONCALVES,3384-2545,33163758,CRISTIANE AVILLEZ NOGUEIRA
0918095,MOACYR SCLIAR,Rua Murilo de Alvarenga,Inhoaíba,s/nº,I,23071-040,,,"-22.8960528981037","-43.5820708432877",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola/Realfabetização 1,1º Turno/2º Turno,N,MARTHA DENISE DE SOUZA MOTTA PEREIRA,3407-0247,33163774,HELOISA DOS SANTOS
0918096,LUIZ PAULO HORTA,,,,,,,,"","",N,N,,,N,,,,
0918201,ENGENHEIRO WAGNER GASPAR EMERY,Av. Cesário De Melo,Inhoaíba,7431,,23052-100,4.5,,"-22.914054713043","-43.6013117909232",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Aceleração 1/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,,N,SANDRA HELENA VALADAO TAVARES,3155-2256/3155-2281,33081816,TATIANA MEDEIROS PINTO MENDES
0918203,CLEMENTINA DE JESUS,Av. Alhambra,Campo Grande,S/Nº,Monteiro,23045-800,5.1,,"-22.9248081257485","-43.5662728812971",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Aceleração 1/Classe Especial/Creche/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,,N,MIRIAM VIRGINIA FERREIRA DE FRANCA,3394-2481/3394-2415,33081794,VALDEMAR FERREIRA DA  SILVA
0918205,CLAUDIO MANOEL DA COSTA,Travessa. Guarujá,Cosmos,S/Nº,,23060-660,5,,"-22.9119599387315","-43.6185299700994",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Aceleração 2A/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,,N,ELIANE VERÍSSIMO DE LIMA PINHEIRO,3394-2517/3409-9836,33081786,MARIA DA CONCEICAO NASCIMENTO DA SILVA
0918501,PROFESSOR GONCALVES,Estr. do Cabuçu,Campo Grande,1675,Centro,23017-250,6.3,,"-22.9127251799435","-43.5430427180588",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Pré-Escola,,N,ROSANA SANTOS DA SILVA,3364-7241/3394-2464,33083258,
0918502,PRESIDENTE NEREU RAMOS,Estr. dos Caboclos                Cachamorra,Campo Grande,343,,23040-160,4.4,,"-22.93024865262","-43.5483502150328",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola/Realfabetização 1,1º Turno/2º Turno,N,MONICA PEREIRA LOPES PIRES ALVES,3394-9837,33083193,ANDREIA PEREIRA DOS SANTOS
